Employee_ID,FName,LName,Gender,State,City,Education_Level,Birthdate,Hiredate,Termdate,Department,Job_Title,Salary,Performance_Rating
00-60846028,Melissa,Johnston,Female,New York,Buffalo,Bachelor,29/08/1976,11/08/2024,,Sales,Sales Representative,57319,Excellent
00-38813492,Bonnie,Barnes,Female,New York,Buffalo,Bachelor,10/04/1992,06/06/2017,,Sales,Sales Representative,58472,Good
00-44113177,Lisa,Avila,Female,Michigan,Warren,Bachelor,30/03/1991,23/12/2018,,IT,System Administrator,85156,Satisfactory
00-48024987,Crystal,Lawson,Female,Illinois,Naperville,Master,10/04/1997,26/09/2018,,Marketing,Marketing Manager,82933,Needs Improvement
00-34920268,Jennifer,Hudson,Female,New York,New York City,Bachelor,09/12/1961,08/03/2020,,Operations,Logistics Coordinator,60397,Satisfactory
00-49990044,Lisa,Gallagher,Female,Pennsylvania,Pittsburgh,Bachelor,02/07/1988,19/04/2021,,Customer Service,Customer Service Representative,64510,Good
00-10667938,Edward,Hicks,Male,Michigan,Warren,Bachelor,06/05/1973,25/10/2017,,Operations,Operations Analyst,87753,Good
00-67720123,Kathleen,Flores,Female,New York,Buffalo,Bachelor,18/08/1985,17/05/2019,,Customer Service,Support Specialist,56653,Excellent
00-17316042,Kyle,Mann,Male,New York,Buffalo,Master,28/08/1988,19/11/2022,,Sales,Sales Consultant,70233,Good
00-43221198,Sandra,Murphy,Female,New York,Rochester,High School,01/06/1986,18/10/2019,,IT,IT Support Specialist,57974,Excellent
00-99928690,Nathan,Taylor,Male,New York,Buffalo,Bachelor,22/05/1999,10/07/2019,,Operations,Operations Analyst,93535,Good
00-98834823,Morgan,Adams,Female,Ohio,Columbus,PhD,27/11/1978,17/03/2020,,Sales,Sales Specialist,77547,Excellent
00-58388604,Anthony,Faulkner,Male,New York,New York City,Bachelor,23/08/1975,10/11/2017,,Marketing,Content Creator,66969,Satisfactory
00-41145672,Audrey,Castro,Female,New York,Buffalo,High School,09/09/1995,16/02/2018,,HR,Recruiter,66709,Good
00-33832188,Kimberly,Todd,Female,New York,Buffalo,Bachelor,04/10/1996,21/11/2024,,Customer Service,Customer Service Representative,62110,Good
00-54629491,Cody,Nelson,Male,New York,New York City,PhD,29/08/1995,06/10/2020,,Sales,Sales Consultant,85993,Good
00-75488223,Kevin,Johnson,Male,Michigan,Grand Rapids,Bachelor,24/01/1965,29/04/2022,,IT,Software Developer,88924,Good
00-59624581,Rachel,Garza,Female,New York,Rochester,High School,08/05/1991,23/10/2023,,Customer Service,Support Specialist,59813,Good
00-18130731,Rita,Brown,Female,Michigan,Grand Rapids,Master,15/04/1983,11/07/2021,,Operations,Operations Analyst,63808,Good
00-50284955,Wayne,Harrison,Male,New York,Buffalo,Bachelor,12/02/1985,10/09/2016,,Operations,Logistics Coordinator,71398,Good
00-59589949,Richard,Nixon,Male,New York,Buffalo,High School,13/08/1980,28/03/2017,,Operations,Inventory Specialist,64808,Good
00-88061689,David,Lewis,Male,New York,New York City,Bachelor,13/06/1974,21/04/2022,,Sales,Sales Specialist,89929,Satisfactory
00-69261347,Kimberly,Cole,Female,New York,Rochester,Master,03/08/2000,19/11/2023,,IT,Software Developer,81203,Satisfactory
00-62855838,Michael,Hall,Male,Michigan,Grand Rapids,Bachelor,22/08/1979,04/01/2019,,Sales,Sales Representative,72765,Good
00-41316383,Harold,Dean,Male,New York,New York City,Bachelor,05/11/1992,13/02/2018,,Operations,Logistics Coordinator,67714,Needs Improvement
00-64723538,Kari,Bailey,Female,Pennsylvania,Allentown,Bachelor,22/09/1977,18/07/2016,,Operations,Inventory Specialist,54853,Good
00-87388161,Connie,Marks,Female,New York,New York City,High School,03/07/1987,10/01/2020,,Operations,Inventory Specialist,61994,Needs Improvement
00-43533178,Cody,Anderson,Male,New York,Rochester,High School,18/04/1991,21/02/2017,,IT,IT Support Specialist,63929,Good
00-62111008,Megan,Cobb,Female,New York,New York City,Bachelor,02/08/2003,16/01/2020,,Operations,Inventory Specialist,60828,Satisfactory
00-49971412,Emily,Jones,Female,New York,Rochester,PhD,23/07/1960,25/11/2016,,Customer Service,Customer Service Manager,95296,Good
00-31025774,Kathleen,Kane,Female,Michigan,Grand Rapids,Master,15/09/1971,14/12/2021,,Finance,Financial Analyst,85006,Good
00-66149681,Amy,Johnson,Female,New York,Rochester,Bachelor,14/03/1984,10/09/2024,,Operations,Logistics Coordinator,58103,Excellent
00-83424114,Nathaniel,Murray,Male,New York,Rochester,Master,25/11/1976,03/01/2024,,Sales,Sales Consultant,68248,Good
00-38521600,Christopher,Ramirez,Male,New York,Buffalo,Master,22/05/1986,08/01/2024,,IT,Software Developer,93355,Excellent
00-83622284,Christopher,Vaughn,Male,Michigan,Detroit,Master,31/08/1981,25/09/2018,,IT,System Administrator,74990,Good
00-43064672,Anthony,Padilla,Male,New York,Rochester,Bachelor,02/06/1993,08/02/2022,,Customer Service,Help Desk Technician,71566,Satisfactory
00-23591973,Jesus,Moore,Male,Michigan,Detroit,Master,26/01/1984,25/05/2019,,IT,System Administrator,72963,Good
00-49733158,Andrew,Allen,Male,Michigan,Grand Rapids,Bachelor,01/01/1979,01/08/2020,,Sales,Sales Representative,73934,Good
00-41724268,William,Brown,Male,New York,Rochester,Bachelor,20/12/1997,07/07/2021,,Operations,Logistics Coordinator,62075,Satisfactory
00-98217691,Jesse,Collins,Male,New York,Buffalo,Master,17/10/1964,03/09/2016,,Sales,Sales Specialist,57925,Excellent
00-40145757,Adam,Thomas,Male,New York,Buffalo,Bachelor,07/08/1982,18/04/2022,,Operations,Logistics Coordinator,66475,Good
00-23623919,Jacqueline,Owens,Female,New York,Rochester,Bachelor,26/02/1990,17/08/2019,,Operations,Operations Analyst,78437,Good
00-36405217,Melissa,Grant,Female,New York,Rochester,Bachelor,08/04/1978,28/02/2022,,Customer Service,Support Specialist,62146,Excellent
00-42862288,Richard,Bird,Male,New York,Rochester,High School,19/11/1997,03/12/2015,,Customer Service,Customer Service Representative,58723,Satisfactory
00-27555507,Scott,Russell,Male,New York,Buffalo,High School,25/07/1999,13/03/2018,,Operations,Inventory Specialist,55673,Satisfactory
00-32286339,Kurt,Miller,Male,West Virginia,Huntington,Bachelor,15/06/1987,12/07/2023,,Operations,Inventory Specialist,63798,Satisfactory
00-46758166,Richard,Leon,Male,New York,Rochester,Master,26/08/1984,13/03/2020,,Operations,Operations Analyst,56976,Needs Improvement
00-74689395,Amy,Baker,Female,New York,Rochester,Master,22/08/2002,11/12/2024,,Sales,Sales Specialist,106945,Excellent
00-84615922,Chelsea,Nunez,Female,Virginia,Richmond,PhD,06/10/1965,08/03/2023,,Sales,Sales Specialist,78500,Good
00-46923094,Jeffrey,Rodriguez,Male,New York,New York City,High School,11/06/1961,17/11/2020,,Customer Service,Support Specialist,59746,Satisfactory
00-26439804,Michael,Johnson,Male,New York,Buffalo,Bachelor,27/09/1972,28/04/2024,,Sales,Sales Representative,69501,Good
00-36368322,Robert,Reynolds,Male,Pennsylvania,Pittsburgh,Bachelor,14/05/1992,24/09/2020,,IT,Software Developer,92917,Good
00-69327130,Jennifer,Williams,Female,Michigan,Grand Rapids,High School,22/06/1991,05/01/2019,,Customer Service,Customer Service Representative,62230,Satisfactory
00-47308656,Jonathan,Ross,Male,New York,Rochester,Bachelor,27/10/1984,27/09/2023,,Sales,Sales Representative,78868,Satisfactory
00-94937629,Jeffrey,Brown,Male,New York,Buffalo,Master,12/06/1981,28/12/2017,,Sales,Sales Consultant,68451,Good
00-56234339,Emily,Johnson,Female,North Carolina,Greensboro,Bachelor,12/07/1970,19/08/2022,,Customer Service,Customer Service Representative,65115,Satisfactory
00-35669800,Philip,Sparks,Male,Ohio,Cincinnati,High School,29/08/1992,31/05/2020,,IT,IT Support Specialist,58687,Good
00-88528019,Daniel,Gutierrez,Male,New York,New York City,Bachelor,09/04/1987,22/02/2023,,Operations,Logistics Coordinator,63612,Good
00-50342521,Sandra,Ward,Female,New York,Buffalo,Master,15/07/1990,08/06/2015,,Sales,Sales Consultant,85128,Needs Improvement
00-86860780,Carlos,Silva,Male,New York,Rochester,Bachelor,28/09/2002,04/01/2017,,HR,Recruiter,62548,Satisfactory
00-99626514,Kevin,Alvarez,Male,New York,Buffalo,Master,01/07/2000,01/05/2016,,Operations,Operations Analyst,69246,Good
00-61441320,Amber,Davis,Female,New York,New York City,Bachelor,08/04/1979,05/04/2022,,IT,Software Developer,86166,Satisfactory
00-21869032,Gregory,Moses,Male,New York,Rochester,Bachelor,05/06/1985,07/08/2021,,Finance,Accountant,71143,Excellent
00-13432593,Tiffany,Johnson,Female,North Carolina,Raleigh,Bachelor,30/11/1999,29/06/2019,,Operations,Inventory Specialist,56488,Satisfactory
00-39319972,Cathy,Murray,Female,Illinois,Naperville,High School,24/02/1986,15/03/2018,,Operations,Inventory Specialist,62138,Good
00-14410593,James,Johnson,Male,New York,Buffalo,Bachelor,28/06/1979,24/06/2016,,Sales,Sales Representative,66383,Good
00-32791279,Elizabeth,Davis,Female,New York,Buffalo,Bachelor,13/10/1997,21/03/2018,,Operations,Logistics Coordinator,57436,Satisfactory
00-25245600,Jeffrey,James,Male,New York,Buffalo,Bachelor,10/10/1990,17/01/2019,,IT,System Administrator,107022,Satisfactory
00-86193589,Jenna,Kennedy,Female,Virginia,Richmond,Bachelor,27/09/1969,30/01/2021,,Operations,Logistics Coordinator,53288,Satisfactory
00-14548283,Danielle,Simpson,Female,New York,Rochester,Bachelor,18/12/1987,14/03/2022,,Operations,Inventory Specialist,56474,Satisfactory
00-40389767,Antonio,Brock,Male,New York,Buffalo,High School,22/04/1996,09/04/2017,,Customer Service,Help Desk Technician,81035,Satisfactory
00-73919587,Jeffery,Weeks,Male,New York,Buffalo,Bachelor,04/12/1963,27/10/2024,,Sales,Sales Representative,80588,Satisfactory
00-74697129,Brandon,Russell,Male,New York,New York City,Bachelor,15/06/1969,13/02/2022,,Operations,Logistics Coordinator,69670,Good
00-46726260,Ronnie,Rodriguez,Male,New York,Buffalo,Master,02/04/1989,05/03/2020,,IT,Software Developer,86439,Needs Improvement
00-16119049,Kaitlyn,Haney,Female,Michigan,Detroit,PhD,08/01/1981,27/01/2023,,Sales,Sales Specialist,92214,Good
00-45608258,Megan,Smith,Female,New York,Rochester,Bachelor,05/09/1962,09/04/2016,,Operations,Operations Analyst,65083,Satisfactory
00-68272017,David,Russell,Male,North Carolina,Greensboro,High School,26/01/1994,26/02/2020,,Operations,Inventory Specialist,60457,Good
00-19920492,Daniel,Malone,Male,Illinois,Chicago,Bachelor,20/02/1985,23/04/2024,,Operations,Inventory Specialist,62591,Satisfactory
00-23922336,Daniel,Arias,Male,New York,New York City,Bachelor,14/06/1994,21/02/2019,,Sales,Sales Representative,70161,Satisfactory
00-97839168,Stephanie,Thomas,Female,New York,Rochester,Bachelor,08/09/1967,09/09/2022,,Sales,Sales Specialist,56363,Satisfactory
00-21145168,Sarah,Thomas,Female,Virginia,Virginia Beach,High School,22/07/1962,12/03/2023,,Customer Service,Customer Service Representative,56639,Good
00-51815603,Dawn,Matthews,Female,New York,New York City,Bachelor,23/07/1987,21/10/2022,,Customer Service,Customer Service Representative,62401,Satisfactory
00-30202738,Melissa,Best,Female,New York,Rochester,Bachelor,07/05/1979,20/12/2020,,Sales,Sales Representative,71623,Good
00-65967954,Ruth,Cross,Female,Virginia,Richmond,Master,31/01/1985,14/08/2024,,Operations,Operations Analyst,87398,Satisfactory
00-14426551,Anthony,Harmon,Male,New York,Buffalo,PhD,06/04/1996,23/06/2022,,Sales,Sales Specialist,80834,Excellent
00-90828833,Cassandra,Wells,Female,New York,Rochester,Bachelor,15/02/2000,12/03/2015,,Sales,Sales Consultant,84050,Satisfactory
00-26373743,Meghan,Johnson,Female,New York,New York City,Bachelor,11/02/1992,18/09/2024,,Finance,Accounts Payable Specialist,60734,Good
00-77369800,Dylan,May,Male,New York,New York City,Master,18/09/1978,18/05/2023,,IT,System Administrator,72245,Good
00-84291824,Lauren,Walker,Female,North Carolina,Raleigh,PhD,04/10/1988,20/02/2017,,Sales,Sales Consultant,108346,Good
00-38122623,David,Miller,Male,New York,Buffalo,Bachelor,24/10/1979,30/06/2018,,Finance,Financial Analyst,106848,Satisfactory
00-18238741,Suzanne,Evans,Female,New York,New York City,Bachelor,20/09/1982,05/08/2022,,IT,IT Support Specialist,61227,Good
00-22907499,Shane,Arellano,Male,New York,New York City,Master,21/06/1988,22/02/2019,,IT,Software Developer,99486,Needs Improvement
00-37569515,Anna,Cooper,Female,New York,Rochester,High School,24/06/1971,25/09/2024,,Customer Service,Help Desk Technician,60263,Good
00-20715605,Matthew,Fernandez,Male,New York,Rochester,Bachelor,10/01/1967,13/02/2018,,Marketing,Marketing Coordinator,68232,Satisfactory
00-21597807,Louis,Anderson,Male,New York,New York City,Bachelor,21/01/1971,11/02/2023,,HR,HR Coordinator,70637,Good
00-28150476,William,Rodriguez,Male,Pennsylvania,Philadelphia,Master,24/07/2003,28/12/2023,,Operations,Operations Analyst,57226,Excellent
00-51531940,Nicholas,Nielsen,Male,Pennsylvania,Philadelphia,Bachelor,16/10/1990,05/02/2024,,IT,IT Support Specialist,62255,Good
00-50729055,John,Jordan,Male,New York,Buffalo,Bachelor,05/04/1987,09/12/2023,,Operations,Logistics Coordinator,68100,Excellent
00-10578224,Derek,Todd,Male,New York,Rochester,Bachelor,16/10/1999,21/04/2017,,Operations,Inventory Specialist,66275,Satisfactory
00-97940069,Joel,Lang,Male,New York,New York City,Bachelor,22/04/2003,09/12/2016,,Marketing,Marketing Coordinator,79678,Excellent
00-27786534,Kyle,Mendoza,Male,New York,New York City,Bachelor,28/06/1987,16/06/2023,,Finance,Accounts Payable Specialist,63629,Excellent
00-94825727,Jose,Odonnell,Male,North Carolina,Greensboro,Bachelor,15/07/1991,19/07/2017,,Operations,Logistics Coordinator,69359,Good
00-20077458,Cynthia,Martinez,Female,New York,New York City,High School,26/09/1997,30/06/2023,,Customer Service,Help Desk Technician,71187,Good
00-68537694,Kevin,Brown,Male,Pennsylvania,Philadelphia,High School,23/08/2001,04/01/2019,,Marketing,Content Creator,63478,Satisfactory
00-75882046,Jonathan,Adams,Male,New York,New York City,Bachelor,09/12/1988,27/06/2018,,Operations,Logistics Coordinator,63256,Satisfactory
00-91228073,Julie,Dixon,Female,New York,New York City,Master,31/03/1979,30/03/2016,,IT,Software Developer,97470,Good
00-20695957,Charles,Sandoval,Male,New York,New York City,Bachelor,05/04/2003,04/02/2015,,Operations,Operations Analyst,89260,Good
00-50488852,Matthew,Rodriguez,Male,New York,Rochester,High School,07/06/1980,13/01/2021,,Customer Service,Help Desk Technician,60037,Needs Improvement
00-60861919,Dennis,Harvey,Male,New York,Buffalo,Bachelor,29/11/1986,08/08/2016,,Operations,Logistics Coordinator,62690,Good
00-32725647,James,Kim,Male,New York,Rochester,Master,20/03/1982,17/01/2017,,Sales,Sales Manager,118447,Needs Improvement
00-56754892,Steven,Duncan,Male,New York,Rochester,Bachelor,11/12/1986,09/10/2017,,HR,HR Coordinator,68864,Good
00-41872495,Pamela,Mahoney,Female,New York,New York City,Bachelor,23/06/1972,25/10/2016,,Marketing,Content Creator,62828,Satisfactory
00-54492673,Sherry,Villegas,Female,New York,Rochester,Master,07/01/1983,01/06/2016,,Sales,Sales Specialist,79081,Good
00-68162241,Edgar,Cross,Male,New York,New York City,Bachelor,29/06/1959,19/02/2024,,Customer Service,Customer Service Representative,68042,Excellent
00-18915990,Ashley,Floyd,Female,New York,New York City,Bachelor,17/04/1981,31/03/2019,,Operations,Logistics Coordinator,60707,Good
00-56223778,Randy,Adams,Male,New York,Buffalo,Bachelor,29/08/1989,19/06/2018,,IT,IT Support Specialist,65873,Good
00-98045225,Katrina,Blackburn,Female,New York,Buffalo,Bachelor,09/04/2002,16/01/2020,,Operations,Logistics Coordinator,62141,Good
00-10270663,Amanda,Wilson,Female,New York,New York City,Bachelor,04/03/1984,11/08/2017,,Sales,Sales Representative,57572,Excellent
00-75304816,Jessica,Ortiz,Female,Michigan,Grand Rapids,Bachelor,04/05/1979,17/04/2022,,IT,System Administrator,91379,Good
00-72618567,Caitlin,Hernandez,Female,New York,New York City,High School,06/10/2000,28/11/2020,,Customer Service,Customer Service Representative,56935,Good
00-92353546,Paul,Jones,Male,New York,New York City,Bachelor,10/05/1977,06/03/2017,,Sales,Sales Representative,76003,Needs Improvement
00-67165857,Shelley,Acosta,Female,New York,Rochester,High School,02/06/1993,24/09/2019,,Marketing,Content Creator,54625,Satisfactory
00-86532704,Nancy,Hernandez,Female,New York,Buffalo,Bachelor,07/10/1967,06/01/2024,,Sales,Sales Representative,58559,Satisfactory
00-17832182,Bradley,Murphy,Male,New York,New York City,Bachelor,26/02/1977,08/12/2015,,Customer Service,Support Specialist,63760,Good
00-94378401,Richard,Robinson,Male,New York,Rochester,Bachelor,08/03/2004,24/01/2022,,Operations,Logistics Coordinator,58006,Good
00-70588258,Kevin,Dunn,Male,New York,New York City,Bachelor,19/08/1985,27/05/2018,,Sales,Sales Representative,74274,Excellent
00-37945099,Debbie,Carter,Female,New York,Buffalo,Bachelor,03/03/1992,05/10/2018,,Operations,Operations Analyst,82502,Needs Improvement
00-29548080,Kimberly,Chavez,Female,North Carolina,Greensboro,Master,16/02/1979,19/08/2023,,IT,Software Developer,99375,Excellent
00-95651248,Jason,Smith,Male,New York,New York City,PhD,22/09/1996,20/07/2022,,Customer Service,Customer Service Manager,71187,Excellent
00-62306833,Angela,Tate,Female,New York,Buffalo,High School,17/01/1994,09/08/2019,,Operations,Inventory Specialist,57235,Satisfactory
00-64370744,Jeff,Martinez,Male,New York,New York City,Bachelor,31/08/1992,16/02/2018,,Operations,Logistics Coordinator,63420,Good
00-11073065,Wayne,Smith,Male,Michigan,Warren,High School,20/05/2000,14/08/2019,,Customer Service,Customer Service Representative,53270,Good
00-21140488,Victoria,Jefferson,Female,New York,Rochester,Master,16/03/1970,30/05/2017,,Operations,Operations Analyst,64127,Satisfactory
00-24929252,Dale,Figueroa,Male,New York,Buffalo,Bachelor,20/06/1978,01/03/2023,,IT,IT Support Specialist,61182,Needs Improvement
00-60744107,Michael,Taylor,Male,New York,New York City,PhD,19/01/1985,11/07/2020,,Sales,Sales Manager,95689,Satisfactory
00-34163569,Cassandra,Bryant,Female,New York,New York City,Bachelor,25/02/1992,19/11/2017,,Operations,Operations Analyst,72538,Good
00-69737587,Beverly,Patel,Female,New York,Buffalo,Master,28/04/1984,28/10/2023,,Operations,Operations Analyst,86995,Good
00-10460418,Maria,Stevens,Female,Michigan,Grand Rapids,Bachelor,23/11/1987,05/10/2024,,Marketing,Marketing Coordinator,64471,Needs Improvement
00-82678279,Autumn,Price,Female,Michigan,Detroit,Bachelor,06/07/1991,29/07/2020,,Operations,Inventory Specialist,55698,Excellent
00-23460777,Julie,Rogers,Female,New York,New York City,Bachelor,01/10/1976,31/07/2019,,Sales,Sales Consultant,86573,Good
00-11034506,Stephanie,Tapia,Female,New York,Buffalo,Bachelor,17/02/1974,28/11/2019,,Sales,Sales Consultant,87976,Satisfactory
00-77310485,Valerie,Kelley,Female,Michigan,Grand Rapids,Bachelor,04/12/1982,06/07/2022,,Marketing,SEO Specialist,69231,Needs Improvement
00-98530136,Aaron,Price,Male,New York,Rochester,Bachelor,23/04/1983,16/01/2017,,Operations,Inventory Specialist,63618,Needs Improvement
00-84116934,Nicole,Morse,Female,Pennsylvania,Philadelphia,Bachelor,14/03/2003,13/11/2017,,Marketing,Marketing Coordinator,70440,Good
00-30806860,Karen,Lawrence,Female,New York,Buffalo,Bachelor,23/09/1998,18/04/2017,,Customer Service,Customer Service Representative,60343,Good
00-73222248,Daniel,Wright,Male,North Carolina,Greensboro,High School,11/10/1992,16/02/2018,,Operations,Inventory Specialist,58496,Satisfactory
00-35850974,Monique,Sharp,Female,New York,Buffalo,Bachelor,03/12/2000,05/04/2018,,Customer Service,Customer Service Representative,59167,Satisfactory
00-89926049,Calvin,Miller,Male,New York,Rochester,High School,11/07/1993,07/02/2017,,HR,HR Assistant,57614,Good
00-22384194,Laura,Miller,Female,Michigan,Detroit,Bachelor,07/05/2002,05/02/2015,,Sales,Sales Representative,71097,Good
00-70716224,Craig,Peters,Male,New York,New York City,Bachelor,20/05/2004,24/05/2021,,Operations,Inventory Specialist,59380,Needs Improvement
00-60066663,Christopher,Rivera,Male,New York,Buffalo,Bachelor,24/10/1986,24/02/2023,,Operations,Logistics Coordinator,61433,Excellent
00-25496941,Dylan,Mccarty,Male,New York,Buffalo,Bachelor,08/11/1987,30/04/2024,,Finance,Accountant,63961,Good
00-13986434,Stacy,Smith,Female,New York,Buffalo,Master,29/03/1996,04/09/2023,,IT,System Administrator,84173,Satisfactory
00-52773098,Clayton,Abbott,Male,Pennsylvania,Allentown,High School,22/08/1999,05/01/2024,,Customer Service,Help Desk Technician,65762,Needs Improvement
00-32109952,Diana,Harris,Female,New York,New York City,Bachelor,31/07/1960,24/10/2022,,Sales,Sales Representative,59142,Good
00-27616344,Mike,Gutierrez,Male,New York,Buffalo,Master,10/12/1984,12/01/2024,,IT,Software Developer,100905,Satisfactory
00-68610285,Donna,Brooks,Female,Pennsylvania,Philadelphia,Bachelor,25/01/1983,12/08/2017,,Operations,Inventory Specialist,61337,Good
00-99242012,Tammy,Wright,Female,New York,Buffalo,Master,01/02/1977,15/08/2018,,IT,Software Developer,95050,Excellent
00-15494184,Amber,Nelson,Female,New York,New York City,Bachelor,15/07/1962,06/06/2020,,Operations,Inventory Specialist,58899,Needs Improvement
00-42247700,Chad,Hernandez,Male,New York,New York City,Bachelor,09/09/1997,21/01/2015,,Sales,Sales Representative,59762,Good
00-19769429,Jamie,Pierce,Female,New York,Rochester,High School,31/10/1982,14/04/2015,,Customer Service,Help Desk Technician,61908,Good
00-93491436,Ian,Le,Male,New York,New York City,Bachelor,28/08/1998,11/11/2017,,Operations,Logistics Coordinator,70596,Good
00-42559181,Haley,Carrillo,Female,New York,New York City,Bachelor,31/05/2001,20/12/2018,,Operations,Logistics Coordinator,56985,Good
00-26944674,Stacey,Hunter,Female,Michigan,Grand Rapids,Bachelor,16/04/1978,24/12/2023,,Operations,Inventory Specialist,65920,Good
00-22832144,Kelly,Walker,Female,New York,Buffalo,Bachelor,24/03/2004,22/06/2024,,Operations,Logistics Coordinator,59937,Satisfactory
00-73019381,Stacey,Wang,Female,New York,Rochester,PhD,08/11/1972,01/01/2020,,Sales,Sales Manager,92170,Satisfactory
00-94397189,Megan,Macdonald,Female,New York,New York City,Bachelor,10/07/1971,24/02/2016,,Finance,Financial Analyst,69199,Satisfactory
00-21408835,Julie,Reed,Female,New York,Buffalo,Bachelor,09/03/1988,11/12/2021,,Sales,Sales Specialist,76207,Good
00-91905450,David,Baker,Male,New York,New York City,PhD,31/10/1973,07/05/2017,,Sales,Sales Specialist,83857,Excellent
00-56218260,Amber,Mcdonald,Female,New York,New York City,Bachelor,16/07/1977,02/11/2020,,Marketing,Content Creator,59281,Satisfactory
00-13347052,Michele,Walsh,Female,New York,Rochester,Bachelor,18/04/1997,16/03/2022,,IT,IT Support Specialist,61504,Needs Improvement
00-84935254,Jason,Moore,Male,North Carolina,Greensboro,PhD,20/04/1989,27/12/2020,,Sales,Sales Specialist,73355,Satisfactory
00-29583570,Sarah,Forbes,Female,New York,Buffalo,High School,22/06/1999,07/01/2016,,Operations,Inventory Specialist,58206,Satisfactory
00-69677601,Garrett,Miller,Male,New York,New York City,Bachelor,09/02/1974,29/08/2017,,Operations,Operations Analyst,87805,Satisfactory
00-64022294,Jessica,Ingram,Female,New York,Buffalo,Bachelor,09/02/1994,24/02/2020,,Customer Service,Support Specialist,54252,Satisfactory
00-54551385,Bryan,Rivera,Male,New York,Rochester,Bachelor,27/04/1968,01/08/2020,,Operations,Logistics Coordinator,76788,Excellent
00-59939933,Benjamin,Barnes,Male,New York,New York City,Bachelor,19/12/1971,27/01/2020,,Customer Service,Customer Service Representative,66419,Needs Improvement
00-12799227,Patrick,Hartman,Male,New York,New York City,Bachelor,04/02/1997,07/05/2020,,Sales,Sales Representative,67164,Satisfactory
00-87297675,Timothy,Smith,Male,North Carolina,Raleigh,Bachelor,13/10/1981,16/09/2023,,Customer Service,Help Desk Technician,82565,Good
00-66250899,Megan,Sanders,Female,Michigan,Grand Rapids,Master,06/05/1989,10/12/2021,,IT,Software Developer,90718,Good
00-95581622,Dean,Marshall,Male,New York,Buffalo,Bachelor,27/02/2003,09/03/2015,,Marketing,Marketing Coordinator,60124,Excellent
00-30565671,Cheryl,Baker,Female,New York,Buffalo,Bachelor,08/11/1970,07/06/2020,,Operations,Logistics Coordinator,62196,Needs Improvement
00-11982755,Benjamin,Miller,Male,New York,New York City,Master,25/08/1974,07/08/2018,,Operations,Operations Analyst,75039,Satisfactory
00-62144567,Kimberly,Thomas,Female,New York,Rochester,Bachelor,24/09/1980,03/02/2018,,Operations,Inventory Specialist,63257,Satisfactory
00-41343627,Eugene,Cummings,Male,North Carolina,Raleigh,Bachelor,15/07/1987,17/10/2019,,Sales,Sales Representative,78514,Satisfactory
00-69599673,Dean,Gonzalez,Male,Michigan,Detroit,Bachelor,28/05/1996,18/12/2023,,Marketing,SEO Specialist,80269,Needs Improvement
00-52727864,Jeffrey,Moss,Male,North Carolina,Raleigh,Bachelor,29/04/1985,26/12/2017,,Operations,Logistics Coordinator,64343,Good
00-39886356,Sean,Jones,Male,Michigan,Grand Rapids,PhD,23/03/1981,04/02/2019,,Sales,Sales Consultant,86498,Satisfactory
00-50109750,Joseph,Pena,Male,New York,New York City,Master,26/05/1987,12/04/2020,,IT,Software Developer,94007,Good
00-28792282,Harold,Espinoza,Male,Pennsylvania,Philadelphia,Master,18/11/1985,05/01/2018,,Sales,Sales Consultant,70919,Satisfactory
00-78723270,Ricky,Jordan,Male,Michigan,Detroit,Master,10/11/1983,19/10/2017,,Sales,Sales Specialist,87935,Good
00-63481505,Michael,Sosa,Male,Michigan,Warren,Bachelor,24/05/1962,27/10/2021,,Sales,Sales Representative,82399,Good
00-92257967,Don,Mcintyre,Male,Michigan,Warren,High School,22/06/1973,20/10/2023,,Operations,Inventory Specialist,64845,Satisfactory
00-50438993,Matthew,Reyes,Male,New York,Rochester,Master,23/09/1969,18/01/2019,,Operations,Operations Analyst,78760,Good
00-34206172,Steven,Torres,Male,New York,Buffalo,High School,10/06/1995,11/03/2018,,Customer Service,Help Desk Technician,57716,Needs Improvement
00-47847277,Jamie,Good,Female,New York,New York City,Bachelor,14/09/1977,12/06/2022,,Sales,Sales Consultant,69494,Good
00-28903037,Daniel,Christian,Male,New York,Buffalo,Bachelor,23/07/1975,27/04/2023,,Sales,Sales Consultant,101597,Good
00-50464166,Jason,Burch,Male,New York,Rochester,High School,15/06/1989,11/02/2020,,Customer Service,Support Specialist,55943,Satisfactory
00-20739634,Brandon,Cook,Male,Michigan,Detroit,PhD,24/09/1961,03/01/2019,,Sales,Sales Specialist,57447,Good
00-24845948,John,Ball,Male,Michigan,Warren,Master,15/01/1990,07/11/2022,,IT,Software Developer,87286,Good
00-63461642,Kristine,Harris,Female,North Carolina,Charlotte,Bachelor,29/12/1991,12/10/2021,,HR,Recruiter,58763,Good
00-55370500,Melissa,Bruce,Female,North Carolina,Raleigh,High School,05/02/1996,11/04/2018,,IT,IT Support Specialist,56749,Satisfactory
00-88511877,Courtney,Grant,Female,New York,Buffalo,Bachelor,21/10/1996,12/06/2024,,Marketing,Marketing Coordinator,53449,Good
00-76972974,Natalie,Kidd,Female,New York,New York City,Master,05/12/1986,26/07/2020,,IT,Software Developer,100084,Needs Improvement
00-31763610,Paula,Bentley,Female,Pennsylvania,Allentown,Bachelor,04/04/1981,21/10/2017,,Operations,Logistics Coordinator,58139,Needs Improvement
